state,date,population,metodology,count,rate
GUANAJUATO,2005-04,5303443,vieja,23,5.204166425
GUERRERO,2005-04,3303864,vieja,79,28.69367504
HIDALGO,2005-04,2500479,vieja,6,2.879448298
COAHUILA,2005-04,2581300,vieja,14,6.508348507
COLIMA,2005-04,592214,vieja,4,8.105178196
CHIAPAS,2005-04,4536959,vieja,27,7.141347321
CHIHUAHUA,2005-04,3261735,vieja,40,14.71609435
CIUDAD DE MÉXICO,2005-04,8980822,vieja,65,8.685173807
NUEVO LEÓN,2005-04,4317856,vieja,13,3.612904182
OAXACA,2005-04,3747779,vieja,122,39.06313579
PUEBLA,2005-04,5536967,vieja,28,6.068304182
QUERÉTARO,2005-04,1688005,vieja,6,4.265390209
TABASCO,2005-04,2115620,vieja,4,2.268838449
TAMAULIPAS,2005-04,3066496,vieja,25,9.783153149
TLAXCALA,2005-04,1095962,vieja,26,28.46814032
VERACRUZ,2005-04,7403674,vieja,34,5.510777487
YUCATÁN,2005-04,1843937,vieja,3,1.952344359
QUINTANA ROO,2005-04,1127701,vieja,5,5.320559262
SAN LUIS POTOSÍ,2005-04,2474802,vieja,35,16.97105465
SINALOA,2005-04,2684319,vieja,66,29.50469002
SONORA,2005-04,2494761,vieja,28,13.46822401
AGUASCALIENTES,2005-04,1093916,vieja,0,0
BAJA CALIFORNIA,2005-04,2901551,vieja,61,25.22788674
BAJA CALIFORNIA SUR,2005-04,543834,vieja,2,4.413111354
CAMPECHE,2005-04,765851,vieja,7,10.96819094
ZACATECAS,2005-04,1436548,vieja,4,3.341343276
JALISCO,2005-05,6896812,vieja,32,5.567789872
MÉXICO,2005-05,14212228,vieja,172,14.52270538
MICHOACÁN,2005-05,4232831,vieja,38,10.77293187
MORELOS,2005-05,1680457,vieja,17,12.13955489
NAYARIT,2005-05,996365,vieja,6,7.226267482
DURANGO,2005-05,1565018,vieja,19,14.56852253
GUANAJUATO,2005-05,5305532,vieja,19,4.297401279
GUERRERO,2005-05,3305106,vieja,59,21.42140071
HIDALGO,2005-05,2502484,vieja,8,3.836188363
COAHUILA,2005-05,2584409,vieja,8,3.714582328
COLIMA,2005-05,593021,vieja,1,2.023537109
CHIAPAS,2005-05,4542997,vieja,32,8.452569966
CHIHUAHUA,2005-05,3266022,vieja,62,22.78000577
CIUDAD DE MÉXICO,2005-05,8980619,vieja,47,6.280190708
NUEVO LEÓN,2005-05,4324171,vieja,13,3.607627913
OAXACA,2005-05,3748670,vieja,118,37.77339696
PUEBLA,2005-05,5541316,vieja,29,6.280096641
QUERÉTARO,2005-05,1690170,vieja,11,7.80986528
TABASCO,2005-05,2117975,vieja,5,2.832894628
TAMAULIPAS,2005-05,3070899,vieja,28,10.94142139
TLAXCALA,2005-05,1097311,vieja,39,42.64971371
VERACRUZ,2005-05,7406802,vieja,38,6.156503171
YUCATÁN,2005-05,1846012,vieja,1,0.650049946
QUINTANA ROO,2005-05,1130993,vieja,14,14.85420334
SAN LUIS POTOSÍ,2005-05,2476238,vieja,13,6.299879091
SINALOA,2005-05,2686739,vieja,66,29.47811455
SONORA,2005-05,2498207,vieja,35,16.81205761
AGUASCALIENTES,2005-05,1095326,vieja,1,1.095564243
BAJA CALIFORNIA,2005-05,2907112,vieja,41,16.92401256
BAJA CALIFORNIA SUR,2005-05,545305,vieja,5,11.00301666
CAMPECHE,2005-05,766974,vieja,3,4.693770584
ZACATECAS,2005-05,1436939,vieja,10,8.351085189
JALISCO,2005-06,6903508,vieja,31,5.38856477
MÉXICO,2005-06,14233514,vieja,187,15.76560785
MICHOACÁN,2005-06,4233917,vieja,32,9.069615677
MORELOS,2005-06,1681965,vieja,24,17.12282955
NAYARIT,2005-06,997581,vieja,10,12.02909839
DURANGO,2005-06,1566228,vieja,22,16.85578345
GUANAJUATO,2005-06,5307620,vieja,20,4.521800732
GUERRERO,2005-06,3306347,vieja,73,26.4944968
HIDALGO,2005-06,2504490,vieja,7,3.353976259
COAHUILA,2005-06,2587518,vieja,15,6.956473346
COLIMA,2005-06,593827,vieja,7,14.14553397
CHIAPAS,2005-06,4549034,vieja,41,10.81548302
CHIHUAHUA,2005-06,3270309,vieja,52,19.08076576
CIUDAD DE MÉXICO,2005-06,8980415,vieja,68,9.086439769
NUEVO LEÓN,2005-06,4330486,vieja,12,3.325261876
OAXACA,2005-06,3749560,vieja,134,42.88503184
PUEBLA,2005-06,5545664,vieja,33,7.140713898
QUERÉTARO,2005-06,1692334,vieja,4,2.836319544
TABASCO,2005-06,2120331,vieja,3,1.697848119
TAMAULIPAS,2005-06,3075303,vieja,41,15.99842357
TLAXCALA,2005-06,1098660,vieja,28,30.58270985
VERACRUZ,2005-06,7409930,vieja,50,8.097242484
YUCATÁN,2005-06,1848087,vieja,5,3.246600404
QUINTANA ROO,2005-06,1134284,vieja,4,4.231744431
SAN LUIS POTOSÍ,2005-06,2477675,vieja,13,6.296225292
SINALOA,2005-06,2689158,vieja,38,16.95698059
SONORA,2005-06,2501653,vieja,24,11.51238801
AGUASCALIENTES,2005-06,1096736,vieja,3,3.282467248
BAJA CALIFORNIA,2005-06,2912674,vieja,32,13.18376173
BAJA CALIFORNIA SUR,2005-06,546776,vieja,6,13.16809809
CAMPECHE,2005-06,768097,vieja,4,6.249210712
ZACATECAS,2005-06,1437330,vieja,3,2.504644027
JALISCO,2005-07,6911625,vieja,26,4.514133796
MÉXICO,2005-07,14255473,vieja,178,14.98371888
MICHOACÁN,2005-07,4235984,vieja,39,11.04820037
MORELOS,2005-07,1683847,vieja,8,5.701230575
DURANGO,2005-07,1567832,vieja,10,7.653881283
GUANAJUATO,2005-07,5309777,vieja,19,4.293965641
GUERRERO,2005-07,3307941,vieja,71,25.75620303
HIDALGO,2005-07,2506778,vieja,10,4.787021428
COAHUILA,2005-07,2590669,vieja,7,3.242405726
COLIMA,2005-07,594763,vieja,5,10.08805188
CHIAPAS,2005-07,4554631,vieja,41,10.80219232
CHIHUAHUA,2005-07,3274653,vieja,40,14.65804163
CIUDAD DE MÉXICO,2005-07,8980210,vieja,64,8.552138536
NAYARIT,2005-07,999109,vieja,4,4.804280614
NUEVO LEÓN,2005-07,4337015,vieja,18,4.980383974
OAXACA,2005-07,3749909,vieja,100,32.00077655
PUEBLA,2005-07,5549422,vieja,20,4.324774724
QUERÉTARO,2005-07,1694376,vieja,5,3.541126645
TABASCO,2005-07,2122561,vieja,8,4.522838213
TAMAULIPAS,2005-07,3079810,vieja,46,17.92318357
TLAXCALA,2005-07,1099867,vieja,27,29.45810721
VERACRUZ,2005-07,7413392,vieja,29,4.694207456
YUCATÁN,2005-07,1850128,vieja,0,0
QUINTANA ROO,2005-07,1137647,vieja,13,13.71251364
SAN LUIS POTOSÍ,2005-07,2479527,vieja,15,7.25944908
SINALOA,2005-07,2691866,vieja,54,24.0725207
SONORA,2005-07,2505022,vieja,19,9.101716472
AGUASCALIENTES,2005-07,1098183,vieja,0,0
BAJA CALIFORNIA,2005-07,2918071,vieja,37,15.21553108
BAJA CALIFORNIA SUR,2005-07,548297,vieja,5,10.94297434
CAMPECHE,2005-07,769224,vieja,6,9.360082369
ZACATECAS,2005-07,1438220,vieja,4,3.337458803
JALISCO,2005-08,6919743,vieja,32,5.549339043
MÉXICO,2005-08,14277432,vieja,163,13.69994268
MICHOACÁN,2005-08,4238052,vieja,22,6.229277036
MORELOS,2005-08,1685728,vieja,9,6.406727538
DURANGO,2005-08,1569436,vieja,10,7.646058839
GUANAJUATO,2005-08,5311935,vieja,14,3.162689302
GUERRERO,2005-08,3309536,vieja,63,22.84308133
HIDALGO,2005-08,2509065,vieja,12,5.739189698
COAHUILA,2005-08,2593820,vieja,17,7.864847985
COLIMA,2005-08,595699,vieja,2,4.028880357
CHIAPAS,2005-08,4560228,vieja,36,9.47321055
CHIHUAHUA,2005-08,3278997,vieja,39,14.27265716
CIUDAD DE MÉXICO,2005-08,8980005,vieja,50,6.681510756
NAYARIT,2005-08,1000636,vieja,13,15.59008471
NUEVO LEÓN,2005-08,4343544,vieja,4,1.105088379
OAXACA,2005-08,3750257,vieja,72,23.0384211
PUEBLA,2005-08,5553180,vieja,26,5.618402429
QUERÉTARO,2005-08,1696419,vieja,6,4.244234473
TABASCO,2005-08,2124791,vieja,6,3.38856857
TAMAULIPAS,2005-08,3084317,vieja,28,10.89382187
TLAXCALA,2005-08,1101074,vieja,35,38.14457521
VERACRUZ,2005-08,7416854,vieja,29,4.692016319
YUCATÁN,2005-08,1852168,vieja,3,1.943668177
QUINTANA ROO,2005-08,1141011,vieja,5,5.25849444
SAN LUIS POTOSÍ,2005-08,2481378,vieja,13,6.286829334
SINALOA,2005-08,2694575,vieja,49,21.82162308
SONORA,2005-08,2508390,vieja,20,9.567890161
AGUASCALIENTES,2005-08,1099630,vieja,2,2.182552313
BAJA CALIFORNIA,2005-08,2923468,vieja,53,21.75498415
BAJA CALIFORNIA SUR,2005-08,549817,vieja,2,4.365088748
CAMPECHE,2005-08,770351,vieja,2,3.115462951
ZACATECAS,2005-08,1439109,vieja,2,1.667698555
JALISCO,2005-09,6927860,vieja,38,6.582119154
MÉXICO,2005-09,14299391,vieja,176,14.76985978
MICHOACÁN,2005-09,4240119,vieja,34,9.622371448
MORELOS,2005-09,1687610,vieja,14,9.954906643
CIUDAD DE MÉXICO,2005-09,8979800,vieja,59,7.884362681
DURANGO,2005-09,1571040,vieja,21,16.04032997
GUANAJUATO,2005-09,5314092,vieja,11,2.483961512
GUERRERO,2005-09,3311130,vieja,80,28.99312319
HIDALGO,2005-09,2511353,vieja,17,8.123111327
COAHUILA,2005-09,2596972,vieja,18,8.317378855
COLIMA,2005-09,596636,vieja,1,2.011276557
CHIAPAS,2005-09,4565825,vieja,42,11.03853082
CHIHUAHUA,2005-09,3283342,vieja,41,14.98473202
NAYARIT,2005-09,1002164,vieja,12,14.36890569
NUEVO LEÓN,2005-09,4350074,vieja,16,4.41371802
OAXACA,2005-09,3750606,vieja,16,5.119172742
PUEBLA,2005-09,5556938,vieja,30,6.478387918
QUERÉTARO,2005-09,1698461,vieja,5,3.532609816
TABASCO,2005-09,2127021,vieja,9,5.077523917
TAMAULIPAS,2005-09,3088824,vieja,26,10.10093162
TLAXCALA,2005-09,1102281,vieja,29,31.57089708
VERACRUZ,2005-09,7420316,vieja,34,5.498418127
QUINTANA ROO,2005-09,1144374,vieja,15,15.72912352
SAN LUIS POTOSÍ,2005-09,2483230,vieja,15,7.248623768
SINALOA,2005-09,2697284,vieja,40,17.79567891
SONORA,2005-09,2511759,vieja,21,10.03280968
AGUASCALIENTES,2005-09,1101077,vieja,2,2.179684073
BAJA CALIFORNIA,2005-09,2928866,vieja,52,21.30517408
BAJA CALIFORNIA SUR,2005-09,551338,vieja,0,0
CAMPECHE,2005-09,771478,vieja,6,9.332735347
YUCATÁN,2005-09,1854208,vieja,3,1.941529753
ZACATECAS,2005-09,1439999,vieja,7,5.833337384
JALISCO,2005-10,6935977,vieja,40,6.920438173
MÉXICO,2005-10,14321350,vieja,182,15.24995898
MICHOACÁN,2005-10,4242186,vieja,37,10.46630204
MORELOS,2005-10,1689491,vieja,20,14.20546188
CIUDAD DE MÉXICO,2005-10,8979595,vieja,68,9.087269526
DURANGO,2005-10,1572645,vieja,11,8.393502666
GUANAJUATO,2005-10,5316249,vieja,20,4.51446123
GUERRERO,2005-10,3312724,vieja,50,18.11198277
HIDALGO,2005-10,2513640,vieja,8,3.819162649
COAHUILA,2005-10,2600123,vieja,15,6.922749424
COLIMA,2005-10,597572,vieja,0,0
CHIAPAS,2005-10,4571422,vieja,27,7.087510188
CHIHUAHUA,2005-10,3287686,vieja,52,18.97991475
NAYARIT,2005-10,1003691,vieja,13,15.54263214
NUEVO LEÓN,2005-10,4356603,vieja,18,4.957991352
OAXACA,2005-10,3750955,vieja,76,24.31380808
PUEBLA,2005-10,5560696,vieja,18,3.884405837
QUERÉTARO,2005-10,1700503,vieja,6,4.23404134
TABASCO,2005-10,2129251,vieja,10,5.635784602
TAMAULIPAS,2005-10,3093331,vieja,25,9.698283178
TLAXCALA,2005-10,1103488,vieja,29,31.53636469
VERACRUZ,2005-10,7423779,vieja,33,5.334210515
QUINTANA ROO,2005-10,1147737,vieja,9,9.40982124
SAN LUIS POTOSÍ,2005-10,2485081,vieja,6,2.897289867
SINALOA,2005-10,2699992,vieja,40,17.77783045
SONORA,2005-10,2515128,vieja,22,10.49648368
AGUASCALIENTES,2005-10,1102524,vieja,0,0
BAJA CALIFORNIA,2005-10,2934263,vieja,54,22.08391
BAJA CALIFORNIA SUR,2005-10,552859,vieja,3,6.511606033
CAMPECHE,2005-10,772605,vieja,3,4.659560836
YUCATÁN,2005-10,1856249,vieja,0,0
ZACATECAS,2005-10,1440888,vieja,5,4.164098806
JALISCO,2005-11,6944095,vieja,28,4.838643481
MÉXICO,2005-11,14343309,vieja,216,18.07114383
MICHOACÁN,2005-11,4244254,vieja,39,11.02667277
MORELOS,2005-11,1691373,vieja,12,8.513793232
CIUDAD DE MÉXICO,2005-11,8979390,vieja,61,8.152001417
DURANGO,2005-11,1574249,vieja,19,14.48309638
GUANAJUATO,2005-11,5318407,vieja,17,3.835735024
GUERRERO,2005-11,3314319,vieja,75,27.15489969
HIDALGO,2005-11,2515928,vieja,17,8.108340143
COAHUILA,2005-11,2603274,vieja,9,4.148622081
COLIMA,2005-11,598508,vieja,4,8.019942925
CHIAPAS,2005-11,4577019,vieja,45,11.79807206
CHIHUAHUA,2005-11,3292030,vieja,39,14.21615234
NAYARIT,2005-11,1005219,vieja,10,11.93769716
NUEVO LEÓN,2005-11,4363132,vieja,7,1.925222524
OAXACA,2005-11,3751303,vieja,9,2.878999644
PUEBLA,2005-11,5564454,vieja,29,6.253982871
QUERÉTARO,2005-11,1702546,vieja,6,4.228960627
TABASCO,2005-11,2131481,vieja,9,5.066899494
TAMAULIPAS,2005-11,3097838,vieja,25,9.684173285
TLAXCALA,2005-11,1104695,vieja,21,22.81172631
VERACRUZ,2005-11,7427241,vieja,37,5.977993713
QUINTANA ROO,2005-11,1151101,vieja,8,8.339841595
SAN LUIS POTOSÍ,2005-11,2486933,vieja,14,6.755308647
SINALOA,2005-11,2702700,vieja,57,25.30802531
SONORA,2005-11,2518497,vieja,25,11.91186648
AGUASCALIENTES,2005-11,1103971,vieja,2,2.17397015
BAJA CALIFORNIA,2005-11,2939660,vieja,39,15.92020846
BAJA CALIFORNIA SUR,2005-11,554379,vieja,0,0
CAMPECHE,2005-11,773732,vieja,8,12.40739688
YUCATÁN,2005-11,1858290,vieja,0,0
ZACATECAS,2005-11,1441778,vieja,3,2.496917001
JALISCO,2005-12,6952212,vieja,35,6.041242701
MÉXICO,2005-12,14365268,vieja,212,17.70938071
MICHOACÁN,2005-12,4246321,vieja,41,11.58650041
MORELOS,2005-12,1693254,vieja,7,4.96086234
CIUDAD DE MÉXICO,2005-12,8979184,vieja,71,9.488612774
DURANGO,2005-12,1575853,vieja,13,9.899400515
GUANAJUATO,2005-12,5320564,vieja,22,4.961879981
GUERRERO,2005-12,3315913,vieja,75,27.141846
HIDALGO,2005-12,2518216,vieja,5,2.382639138
COAHUILA,2005-12,2606425,vieja,12,5.524808886
COLIMA,2005-12,599444,vieja,4,8.007420209
CHIAPAS,2005-12,4582616,vieja,30,7.855774955
CHIHUAHUA,2005-12,3296374,vieja,50,18.20181812
NAYARIT,2005-12,1006746,vieja,4,4.767836177
NUEVO LEÓN,2005-12,4369661,vieja,13,3.570070996
OAXACA,2005-12,3751652,vieja,49,15.67309548
PUEBLA,2005-12,5568212,vieja,32,6.89628915
QUERÉTARO,2005-12,1704588,vieja,6,4.223894572
TABASCO,2005-12,2133711,vieja,13,7.311205688
TAMAULIPAS,2005-12,3102344,vieja,25,9.670107506
TLAXCALA,2005-12,1105902,vieja,24,26.04209053
VERACRUZ,2005-12,7430703,vieja,34,5.490732169
QUINTANA ROO,2005-12,1154464,vieja,14,14.55220778
SAN LUIS POTOSÍ,2005-12,2488784,vieja,6,2.892979061
SINALOA,2005-12,2705409,vieja,59,26.1697954
SONORA,2005-12,2521866,vieja,24,11.42011511
AGUASCALIENTES,2005-12,1105418,vieja,2,2.171124407
BAJA CALIFORNIA,2005-12,2945057,vieja,36,14.66864648
BAJA CALIFORNIA SUR,2005-12,555900,vieja,1,2.15866163
CAMPECHE,2005-12,774858,vieja,4,6.194683413
YUCATÁN,2005-12,1860330,vieja,3,1.93514054
ZACATECAS,2005-12,1442668,vieja,6,4.990753243
MÉXICO,2006-01,14387228,vieja,206,17.18190606
MICHOACÁN,2006-01,4248388,vieja,47,13.2756236
MORELOS,2006-01,1695136,vieja,13,9.202801427
NAYARIT,2006-01,1008274,vieja,9,10.71137409
DURANGO,2006-01,1577457,vieja,14,10.65005258
GUANAJUATO,2006-01,5322721,vieja,17,3.832626208
GUERRERO,2006-01,3317507,vieja,51,18.4475873
HIDALGO,2006-01,2520503,vieja,7,3.332668122
JALISCO,2006-01,6960329,vieja,47,8.103065243
COLIMA,2006-01,600380,vieja,1,1.998734135
CHIAPAS,2006-01,4588214,vieja,29,7.584650585
CHIHUAHUA,2006-01,3300718,vieja,45,16.36007681
CIUDAD DE MÉXICO,2006-01,8978979,vieja,62,8.286020047
NUEVO LEÓN,2006-01,4376190,vieja,14,3.838955804
OAXACA,2006-01,3752001,vieja,124,39.65883804
PUEBLA,2006-01,5571970,vieja,34,7.322365339
QUERÉTARO,2006-01,1706630,vieja,6,4.218840639
TAMAULIPAS,2006-01,3106851,vieja,38,14.67724072
TLAXCALA,2006-01,1107109,vieja,35,37.936644
VERACRUZ,2006-01,7434165,vieja,40,6.456676708
YUCATÁN,2006-01,1862370,vieja,1,0.644340276
QUINTANA ROO,2006-01,1157827,vieja,7,7.25496987
SAN LUIS POTOSÍ,2006-01,2490636,vieja,17,8.190679007
SINALOA,2006-01,2708118,vieja,39,17.281374
SONORA,2006-01,2525234,vieja,22,10.45447669
TABASCO,2006-01,2135941,vieja,8,4.494506168
AGUASCALIENTES,2006-01,1106864,vieja,1,1.084144032
BAJA CALIFORNIA,2006-01,2950454,vieja,41,16.67539979
BAJA CALIFORNIA SUR,2006-01,557421,vieja,1,2.152771424
CAMPECHE,2006-01,775985,vieja,4,6.185686579
COAHUILA,2006-01,2609576,vieja,9,4.138603359
ZACATECAS,2006-01,1443557,vieja,6,4.987679738
JALISCO,2006-02,6968447,vieja,25,4.305119921
MÉXICO,2006-02,14409187,vieja,241,20.07052861
MICHOACÁN,2006-02,4250456,vieja,36,10.16361539
MORELOS,2006-02,1697018,vieja,4,2.828490918
NAYARIT,2006-02,1009802,vieja,1,1.188351776
DURANGO,2006-02,1579061,vieja,22,16.7187968
GUANAJUATO,2006-02,5324879,vieja,18,4.056430202
GUERRERO,2006-02,3319102,vieja,45,16.26946084
HIDALGO,2006-02,2522791,vieja,8,3.805309278
COLIMA,2006-02,601316,vieja,2,3.991245867
CHIAPAS,2006-02,4593811,vieja,22,5.746862463
CHIHUAHUA,2006-02,3305062,vieja,42,15.24933572
CIUDAD DE MÉXICO,2006-02,8978774,vieja,43,5.746887047
NUEVO LEÓN,2006-02,4382719,vieja,12,3.285631591
OAXACA,2006-02,3752349,vieja,88,28.14237162
PUEBLA,2006-02,5575728,vieja,31,6.67177452
QUERÉTARO,2006-02,1708673,vieja,2,1.404598773
TAMAULIPAS,2006-02,3111358,vieja,17,6.556622542
TLAXCALA,2006-02,1108316,vieja,25,27.06809249
VERACRUZ,2006-02,7437627,vieja,45,7.260380226
YUCATÁN,2006-02,1864411,vieja,2,1.287269813
QUINTANA ROO,2006-02,1161191,vieja,9,9.300795476
SAN LUIS POTOSÍ,2006-02,2492488,vieja,9,4.333019858
SINALOA,2006-02,2710826,vieja,46,20.36279717
SONORA,2006-02,2528603,vieja,13,6.169414495
TABASCO,2006-02,2138171,vieja,10,5.612273293
AGUASCALIENTES,2006-02,1108311,vieja,3,3.248185753
BAJA CALIFORNIA,2006-02,2955851,vieja,38,15.42702931
BAJA CALIFORNIA SUR,2006-02,558941,vieja,4,8.587668466
CAMPECHE,2006-02,777112,vieja,3,4.63253688
COAHUILA,2006-02,2612727,vieja,10,4.592902358
ZACATECAS,2006-02,1444447,vieja,6,4.984606566
JALISCO,2006-03,6976564,vieja,32,5.504142154
MÉXICO,2006-03,14431146,vieja,195,16.21492846
MICHOACÁN,2006-03,4252523,vieja,40,11.28741691
MORELOS,2006-03,1698899,vieja,15,10.59509718
NAYARIT,2006-03,1011329,vieja,9,10.67901741
DURANGO,2006-03,1580666,vieja,16,12.14677864
GUANAJUATO,2006-03,5327036,vieja,18,4.054787691
GUERRERO,2006-03,3320696,vieja,75,27.10275195
HIDALGO,2006-03,2525078,vieja,10,4.752328443
COAHUILA,2006-03,2615878,vieja,7,3.21115893
COLIMA,2006-03,602252,vieja,3,5.977564209
CHIAPAS,2006-03,4599408,vieja,37,9.653416266
CHIHUAHUA,2006-03,3309406,vieja,38,13.77890776
CIUDAD DE MÉXICO,2006-03,8978569,vieja,56,7.484488898
NUEVO LEÓN,2006-03,4389248,vieja,16,4.374325625
OAXACA,2006-03,3752698,vieja,124,39.65147209
PUEBLA,2006-03,5579486,vieja,47,10.10845802
QUERÉTARO,2006-03,1710715,vieja,7,4.910227595
TAMAULIPAS,2006-03,3115865,vieja,42,16.17528359
TLAXCALA,2006-03,1109523,vieja,39,42.18028829
VERACRUZ,2006-03,7441090,vieja,40,6.450667846
YUCATÁN,2006-03,1866452,vieja,1,0.64293108
QUINTANA ROO,2006-03,1164554,vieja,7,7.213061825
SAN LUIS POTOSÍ,2006-03,2494339,vieja,19,9.140698197
SINALOA,2006-03,2713534,vieja,46,20.3424759
SONORA,2006-03,2531972,vieja,18,8.530900026
TABASCO,2006-03,2140401,vieja,12,6.727711303
AGUASCALIENTES,2006-03,1109758,vieja,1,1.081316828
BAJA CALIFORNIA,2006-03,2961248,vieja,26,10.53609829
BAJA CALIFORNIA SUR,2006-03,560462,vieja,2,4.282181486
CAMPECHE,2006-03,778239,vieja,2,3.083885542
ZACATECAS,2006-03,1445336,vieja,3,2.490770312
JALISCO,2006-04,6984681,vieja,43,7.387595797
MÉXICO,2006-04,14453105,vieja,223,18.51505265
MICHOACÁN,2006-04,4254590,vieja,46,12.97422313
MORELOS,2006-04,1700781,vieja,16,11.28893138
NAYARIT,2006-04,1012857,vieja,7,8.293372115
DURANGO,2006-04,1582270,vieja,21,15.92648537
GUANAJUATO,2006-04,5329193,vieja,22,4.953845732
GUERRERO,2006-04,3322290,vieja,62,22.39419196
HIDALGO,2006-04,2527366,vieja,10,4.748026206
COAHUILA,2006-04,2619030,vieja,10,4.581849005
COLIMA,2006-04,603189,vieja,1,1.9894262
CHIAPAS,2006-04,4605005,vieja,33,8.599339197
CHIHUAHUA,2006-04,3313751,vieja,49,17.7442421
CIUDAD DE MÉXICO,2006-04,8978364,vieja,46,6.148113398
NUEVO LEÓN,2006-04,4395778,vieja,11,3.002881401
OAXACA,2006-04,3753047,vieja,99,31.65427984
PUEBLA,2006-04,5583244,vieja,31,6.662793172
QUERÉTARO,2006-04,1712757,vieja,0,0
TABASCO,2006-04,2142631,vieja,21,11.7612412
TAMAULIPAS,2006-04,3120372,vieja,42,16.15192035
TLAXCALA,2006-04,1110730,vieja,22,23.76815248
VERACRUZ,2006-04,7444552,vieja,31,4.996942731
YUCATÁN,2006-04,1868492,vieja,0,0
QUINTANA ROO,2006-04,1167917,vieja,7,7.192291918
SAN LUIS POTOSÍ,2006-04,2496191,vieja,10,4.80732444
SINALOA,2006-04,2716243,vieja,36,15.90432078
SONORA,2006-04,2535340,vieja,16,7.572948796
AGUASCALIENTES,2006-04,1111205,vieja,2,2.159817495
BAJA CALIFORNIA,2006-04,2966646,vieja,37,14.9663964
BAJA CALIFORNIA SUR,2006-04,561983,vieja,0,0
CAMPECHE,2006-04,779366,vieja,0,0
ZACATECAS,2006-04,1446226,vieja,5,4.148729175
JALISCO,2006-05,6992799,vieja,44,7.550624578
MÉXICO,2006-05,14475064,vieja,235,19.48177915
MICHOACÁN,2006-05,4256658,vieja,55,15.50512162
MORELOS,2006-05,1702662,vieja,17,11.98123879
NAYARIT,2006-05,1014384,vieja,7,8.280887711
DURANGO,2006-05,1583874,vieja,16,12.12217639
GUANAJUATO,2006-05,5331351,vieja,14,3.151171251
GUERRERO,2006-05,3323885,vieja,66,23.82753916
HIDALGO,2006-05,2529653,vieja,7,3.320613539
COAHUILA,2006-05,2622181,vieja,9,4.118708815
COLIMA,2006-05,604125,vieja,2,3.972687772
CHIAPAS,2006-05,4610602,vieja,31,8.068360704
CHIHUAHUA,2006-05,3318095,vieja,56,20.25258469
CIUDAD DE MÉXICO,2006-05,8978159,vieja,51,6.816542233
NUEVO LEÓN,2006-05,4402307,vieja,17,4.633933981
OAXACA,2006-05,3753395,vieja,91,29.09366054
PUEBLA,2006-05,5587002,vieja,41,8.806153998
QUERÉTARO,2006-05,1714800,vieja,6,4.198740378
TABASCO,2006-05,2144861,vieja,14,7.832675404
TAMAULIPAS,2006-05,3124879,vieja,46,17.66468398
TLAXCALA,2006-05,1111937,vieja,28,30.2175393
VERACRUZ,2006-05,7448014,vieja,38,6.122437471
YUCATÁN,2006-05,1870532,vieja,2,1.28305744
QUINTANA ROO,2006-05,1171281,vieja,11,11.26971239
SAN LUIS POTOSÍ,2006-05,2498042,vieja,13,6.244890999
SINALOA,2006-05,2718952,vieja,52,22.95001898
SONORA,2006-05,2538709,vieja,27,12.76239222
AGUASCALIENTES,2006-05,1112652,vieja,5,5.392521651
BAJA CALIFORNIA,2006-05,2972043,vieja,42,16.9580319
BAJA CALIFORNIA SUR,2006-05,563503,vieja,1,2.129536134
CAMPECHE,2006-05,780493,vieja,2,3.074979532
ZACATECAS,2006-05,1447115,vieja,3,2.487708302
JALISCO,2006-06,7000916,vieja,34,5.827808818
MÉXICO,2006-06,14497023,vieja,206,17.05177677
MICHOACÁN,2006-06,4258725,vieja,44,12.39807689
MORELOS,2006-06,1704544,vieja,20,14.08001201
NAYARIT,2006-06,1015912,vieja,10,11.81204671
DURANGO,2006-06,1585478,vieja,23,17.40799935
GUANAJUATO,2006-06,5333508,vieja,18,4.049867367
GUERRERO,2006-06,3325479,vieja,84,30.31142281
HIDALGO,2006-06,2531941,vieja,8,3.791557544
COAHUILA,2006-06,2625332,vieja,10,4.570850468
COLIMA,2006-06,605061,vieja,2,3.966542216
CHIAPAS,2006-06,4616199,vieja,35,9.098394588
CHIHUAHUA,2006-06,3322439,vieja,58,20.94846587
CIUDAD DE MÉXICO,2006-06,8977954,vieja,42,5.613751195
NUEVO LEÓN,2006-06,4408836,vieja,10,2.721806844
OAXACA,2006-06,3753744,vieja,69,22.05797732
PUEBLA,2006-06,5590760,vieja,36,7.727035323
QUERÉTARO,2006-06,1716842,vieja,6,4.193746425
TABASCO,2006-06,2147091,vieja,19,10.61901894
TAMAULIPAS,2006-06,3129386,vieja,28,10.7369305
TLAXCALA,2006-06,1113144,vieja,17,18.32646989
VERACRUZ,2006-06,7451476,vieja,46,7.407928308
YUCATÁN,2006-06,1872573,vieja,2,1.281658979
QUINTANA ROO,2006-06,1174644,vieja,11,11.23744726
SAN LUIS POTOSÍ,2006-06,2499894,vieja,8,3.840162823
SINALOA,2006-06,2721660,vieja,61,26.89535063
SONORA,2006-06,2542078,vieja,29,13.68958781
AGUASCALIENTES,2006-06,1114099,vieja,2,2.154207122
BAJA CALIFORNIA,2006-06,2977440,vieja,42,16.92729325
